DT,VPH,TPH,CPU,MEM,IO
9/25/2014 0:00,54819,17406,19.6,49,16.2
9/25/2014 1:00,25338,7851,16.6,43.9,15.2
9/25/2014 2:00,4419,1346,11.5,41.2,8.4
9/25/2014 3:00,1032,363,11.6,41.3,14.7
9/25/2014 4:00,5334,1695,13.7,39.6,11.6
9/25/2014 5:00,16440,5574,16.9,42.2,13.7
9/25/2014 6:00,40814,14264,17.6,36,13.5
9/25/2014 7:00,85846,27085,18.9,45.8,16.6
9/25/2014 8:00,110904,36402,24.5,49.5,11.6
9/25/2014 9:00,138490,42476,21,51.6,10.5
9/25/2014 10:00,218537,67917,35.5,60.6,16.3
9/25/2014 11:00,218860,76367,35,60.4,15.7
9/25/2014 12:00,236711,81348,31.8,63.7,14.2
9/25/2014 13:00,202584,65779,31.7,58.6,14.2
9/25/2014 14:00,166979,61516,30,52.4,14
9/25/2014 15:00,212824,70101,32.6,61.5,13.9
9/25/2014 16:00,186520,57853,26.6,58.6,11.7
9/25/2014 17:00,175509,53646,28.9,55.7,17
9/25/2014 18:00,172072,55670,29.3,61.1,16.7
9/25/2014 19:00,162496,56131,27.1,59.8,15
9/25/2014 20:00,202092,64875,31.3,65.5,15.1
9/25/2014 21:00,252484,78960,31.4,63.1,13.4
9/25/2014 22:00,171035,58022,27.9,56.6,14.7
9/25/2014 23:00,77917,23548,18.7,46.4,12.4
9/26/2014 0:00,51504,16354,23.4,47.2,19.2
9/26/2014 1:00,24559,8002,17.4,42.1,14.6
9/26/2014 2:00,2358,855,17.2,43.5,11.7
9/26/2014 3:00,1274,457,15,41.5,16.9
9/26/2014 4:00,5495,1745,13.3,36,16.1
9/26/2014 5:00,10066,3704,16.8,41.6,15.5
9/26/2014 6:00,32242,10191,14.6,45.7,15.1
9/26/2014 7:00,42359,15341,17.5,40.4,12
9/26/2014 8:00,84122,26903,14.4,48.9,11.6
9/26/2014 9:00,117482,40646,23.3,51.6,10.7
9/26/2014 10:00,159934,52235,25.8,55.4,18.4
9/26/2014 11:00,266278,77734,30.8,66.8,14.2
9/26/2014 12:00,227781,69648,23.1,60.8,15.8
9/26/2014 13:00,244001,72375,35.6,67.9,8.4
9/26/2014 14:00,180561,56402,29.2,59.4,12.6
9/26/2014 15:00,151551,48557,24.2,55.8,14.5
9/26/2014 16:00,195558,59304,26.2,55.5,17.5
9/26/2014 17:00,179599,66401,33.8,55.5,14.1
9/26/2014 18:00,180437,58391,31.4,58.2,11.5
9/26/2014 19:00,136915,45473,28.5,45.6,15.1
9/26/2014 20:00,192485,63756,28.9,58.9,14.1
9/26/2014 21:00,220977,69463,32.5,60.9,17.9
9/26/2014 22:00,139739,43636,24.7,56.9,14.8
9/26/2014 23:00,77425,26725,18.5,49.6,13.5
9/27/2014 0:00,50487,16580,18.8,41,16.5
9/27/2014 1:00,23361,7195,16.3,40.4,14.1
9/27/2014 2:00,3826,1241,21.5,47.2,16.2
9/27/2014 3:00,967,323,8.7,40.5,11.9
9/27/2014 4:00,7229,2106,16.7,39.4,16.7
9/27/2014 5:00,10650,3880,20.6,39.6,11.6
9/27/2014 6:00,32299,10133,18.7,39,14.8
9/27/2014 7:00,54184,18903,21.2,55.6,14.1
9/27/2014 8:00,89176,30231,22.8,46,16.7
9/27/2014 9:00,141194,46724,26.3,55.2,16.2
9/27/2014 10:00,180827,61058,30.6,56.2,14.9
9/27/2014 11:00,164143,59001,30.7,55.7,15.3
9/27/2014 12:00,213240,77286,30.8,63.1,14.4
9/27/2014 13:00,195084,62267,22.4,58.1,15.2
9/27/2014 14:00,187866,59597,28,56.1,12.2
9/27/2014 15:00,188649,63208,34,57.6,13.4
9/27/2014 16:00,132224,46584,25.6,53.3,14.8
9/27/2014 17:00,63391,22834,22.2,44.9,16.4
9/27/2014 18:00,134804,46051,25.9,55.8,11.3
9/27/2014 19:00,101981,32692,21.7,52.1,13.1
9/27/2014 20:00,129688,40891,19.9,53.2,13.9
9/27/2014 21:00,111784,38765,23.7,53.8,12.8
9/27/2014 22:00,86588,27065,25.1,40.5,13.1
9/27/2014 23:00,47946,20374,14.5,46.3,18.9
9/28/2014 0:00,56097,17784,16.2,51.5,14.2
9/28/2014 1:00,22451,7674,15.4,43.5,11.4
9/28/2014 2:00,3870,1268,18.8,44,11.2
9/28/2014 3:00,1122,389,12.8,35.8,15.5
9/28/2014 4:00,2176,737,17.3,40.7,15.3
9/28/2014 5:00,8184,2997,16.6,41.1,16.6
9/28/2014 6:00,19539,6710,14.5,43.6,17
9/28/2014 7:00,28240,9025,15.8,43.9,12.3
9/28/2014 8:00,68758,21785,16.5,45.2,11.2
9/28/2014 9:00,86163,27810,18,45.2,11.9
9/28/2014 10:00,136807,55142,28,59.8,13
9/28/2014 11:00,131539,45228,30.4,55.2,15.8
9/28/2014 12:00,272538,80529,31.6,67.5,13.2
9/28/2014 13:00,172968,54463,20.8,55.3,14.1
9/28/2014 14:00,182137,58632,30.3,50.2,18.1
9/28/2014 15:00,179258,58339,23.3,58.9,12.6
9/28/2014 16:00,210641,64652,28.2,59.1,12.3
9/28/2014 17:00,162565,51324,25.6,50.7,17.1
9/28/2014 18:00,156353,54091,32.5,57.7,15.1
9/28/2014 19:00,174194,57450,30.9,54.3,13.6
9/28/2014 20:00,145601,54498,28.9,56.9,14.7
9/28/2014 21:00,175318,62926,32.7,62.2,11.6
9/28/2014 22:00,115665,38414,20.7,50.3,15.8
9/28/2014 23:00,79355,29844,21.7,49.8,10.4
9/29/2014 0:00,61113,19781,21.5,39.4,16.1
9/29/2014 1:00,27142,9141,17.9,48,13.7
9/29/2014 2:00,5160,1582,21.6,44.5,14.4
9/29/2014 3:00,1183,377,14.5,41.2,15.2
9/29/2014 4:00,5880,1739,13.5,43.9,18
9/29/2014 5:00,18059,6156,16.2,47,14.9
9/29/2014 6:00,45789,14632,19.3,43.4,9.3
9/29/2014 7:00,79325,24281,24.6,49.6,12.6
9/29/2014 8:00,111431,39682,23.7,51.9,10.4
9/29/2014 9:00,153280,54211,20.4,53.2,14
9/29/2014 10:00,209223,73794,35.2,62.2,15.4
9/29/2014 11:00,215648,67897,33.9,56.5,16.2
9/29/2014 12:00,263454,98856,38.4,65.4,15
9/29/2014 13:00,229712,86706,32.9,68.1,19.1
9/29/2014 14:00,220819,66960,28.3,63.2,13.7
9/29/2014 15:00,232398,74051,34.2,62.4,14.5
9/29/2014 16:00,225970,70704,35.9,57.8,15
9/29/2014 17:00,240946,74544,38.5,62.2,13.1
9/29/2014 18:00,231513,75944,37.9,62.7,14.2
9/29/2014 19:00,190537,66441,29.7,57.5,10.7
9/29/2014 20:00,209079,65637,38,63.5,12.4
9/29/2014 21:00,213150,76369,33.3,62.1,14.9
9/29/2014 22:00,172572,56227,30.6,57.8,11.8
9/29/2014 23:00,87704,28536,22.1,44.6,15.9
9/30/2014 0:00,52703,16390,17.2,44.7,14.4
9/30/2014 1:00,23772,8516,23.6,46.3,13.8
9/30/2014 2:00,4652,1388,16.8,36.4,14.4
9/30/2014 3:00,1169,363,13.8,46.3,13.8
9/30/2014 4:00,5712,2027,16.8,34.2,12.7
9/30/2014 5:00,14971,5053,12.6,44.7,13.5
9/30/2014 6:00,47529,15444,14.9,44.6,15.2
9/30/2014 7:00,94563,29765,27.4,55.3,12.7
9/30/2014 8:00,101246,36647,20.5,52.8,11.8
9/30/2014 9:00,169948,62603,30.4,60.6,12.9
9/30/2014 10:00,222147,69104,25.9,58.2,13
9/30/2014 11:00,215914,74040,30.4,66.6,14.8
9/30/2014 12:00,269583,85555,30.5,64.7,18.3
9/30/2014 13:00,251707,83412,36.6,62.8,11.6
9/30/2014 14:00,174270,58274,26,58.4,18.3
9/30/2014 15:00,222952,71589,31.1,64.6,15.8
9/30/2014 16:00,230569,72765,42.2,62.9,13.9
9/30/2014 17:00,162810,55098,28.9,58.4,15.9
9/30/2014 18:00,223274,68743,36.9,61.3,16
9/30/2014 19:00,186586,59205,30.5,63.1,14
9/30/2014 20:00,198395,70958,28.6,59.3,15.7
9/30/2014 21:00,269325,85042,32.9,67.2,15.4
9/30/2014 22:00,179974,58137,26.1,60.9,15.3
9/30/2014 23:00,96316,28994,25.8,50,18.2
10/1/2014 0:00,56286,18582,22.5,45.6,11.2
10/1/2014 1:00,23258,8454,21.8,38.9,18.1
10/1/2014 2:00,6951,1997,13,40.5,17.8
10/1/2014 3:00,974,297,12.1,40.9,12.6
10/1/2014 4:00,3965,1573,16,40,16.3
10/1/2014 5:00,16799,6010,14.1,40.8,14.1
10/1/2014 6:00,69391,23075,19.1,42.9,15.5
10/1/2014 7:00,34824,11223,23.1,42.7,10.7
10/1/2014 8:00,81483,25066,23.2,41.8,11.7
10/1/2014 9:00,175649,58388,32.5,62.2,15.7
10/1/2014 10:00,196370,63672,31.8,57.2,17.2
10/1/2014 11:00,282455,86602,37.8,65.1,12.8
10/1/2014 12:00,257892,87764,34.3,68.6,19.3
10/1/2014 13:00,236979,72662,31.2,61.2,14.1
10/1/2014 14:00,196899,67098,28.8,67.5,15.6
10/1/2014 15:00,177129,56177,29.4,60.3,16.4
10/1/2014 16:00,220995,74473,35.6,63.1,16.4
10/1/2014 17:00,169700,59620,25.9,63.5,13.8
10/1/2014 18:00,215027,74024,35.6,64.1,13.6
10/1/2014 19:00,173473,60021,29.8,60.5,17
10/1/2014 20:00,186137,57407,29.8,56.8,16.9
10/1/2014 21:00,199169,67829,38,61.4,13.6
10/1/2014 22:00,196445,61694,28.5,60.7,15.5
10/1/2014 23:00,92012,30631,23.6,49.5,13.8
10/2/2014 0:00,57063,17840,22.5,41.8,13.2
10/2/2014 1:00,25576,7890,17.3,39.6,15.3
10/2/2014 2:00,4167,1608,18.4,41.7,12.4
10/2/2014 3:00,1161,401,14.6,41.7,19.1
10/2/2014 4:00,4726,1576,14.9,39.1,11.5
10/2/2014 5:00,17330,5837,19.2,37,16.3
10/2/2014 6:00,48493,13991,15.4,43.9,15
10/2/2014 7:00,72797,27555,28.7,48.7,14
10/2/2014 8:00,99815,31804,28.5,50.9,10.2
10/2/2014 9:00,130528,41712,26.8,50.7,13.6
10/2/2014 10:00,169527,58560,29.4,55.6,16
10/2/2014 11:00,216024,79483,31.4,65.2,15.5
10/2/2014 12:00,286684,90385,34.4,67.6,16.3
10/2/2014 13:00,225873,80786,38.7,65.3,15.9
10/2/2014 14:00,187444,59687,32.1,60.8,13.4
10/2/2014 15:00,188541,71003,34.9,59.5,13.7
10/2/2014 16:00,172913,57653,27.2,58.9,19
10/2/2014 17:00,234569,75112,28.2,62.5,11.5
10/2/2014 18:00,219999,65779,28.1,59.4,12.7
10/2/2014 19:00,196833,64552,34.6,60.2,13.2
10/2/2014 20:00,211959,74488,33.9,66.6,16.9
10/2/2014 21:00,211170,69285,36.7,62.5,13.9
10/2/2014 22:00,159105,51020,29,56.8,13.2
10/2/2014 23:00,80686,27616,17.8,44.1,13.6
10/3/2014 0:00,44338,16253,17.6,38.5,16.3
10/3/2014 1:00,22408,7415,17.8,43,16.8
10/3/2014 2:00,5140,1795,11.7,43.2,13.5
10/3/2014 3:00,1616,528,13.8,41.5,13.8
10/3/2014 4:00,6318,2305,21.1,40.3,14.6
10/3/2014 5:00,16138,5216,14.4,42.1,18.2
10/3/2014 6:00,26169,8890,15.5,47.9,14.1
10/3/2014 7:00,62405,19454,18.4,45,12.8
10/3/2014 8:00,95768,34475,21.3,52.2,12.8
10/3/2014 9:00,112759,39157,20.7,50.2,14
10/3/2014 10:00,189092,60989,28,60.6,13.4
10/3/2014 11:00,251166,79434,34.4,64,14.4
10/3/2014 12:00,257739,78392,37.9,68.6,13.7
10/3/2014 13:00,220702,76228,28.4,64.6,16.1
10/3/2014 14:00,190033,59115,29.3,55.9,14.1
10/3/2014 15:00,202556,69002,28.7,63,16.3
10/3/2014 16:00,168077,58932,38.3,55.8,18.1
10/3/2014 17:00,164315,56706,29.1,55.6,15.8
10/3/2014 18:00,164957,61311,24.7,60.4,12.1
10/3/2014 19:00,189821,67407,32.5,54,13.7
10/3/2014 20:00,155019,54994,29.7,56.3,12.3
10/3/2014 21:00,233696,73993,33.7,62.8,10.3
10/3/2014 22:00,160997,53295,32.1,60.7,12.7
10/3/2014 23:00,97444,30494,22.7,49.5,13.7
10/4/2014 0:00,64997,19718,18.6,42.4,12.6
10/4/2014 1:00,24452,8574,18.3,47.8,16.7
10/4/2014 2:00,3161,1007,20.4,36.2,18.4
10/4/2014 3:00,863,305,18.6,41.1,14.2
10/4/2014 4:00,3208,1057,20.1,34.9,12.7
10/4/2014 5:00,18415,5746,14.4,46,14.7
10/4/2014 6:00,36279,10687,17.1,47.2,16
10/4/2014 7:00,39238,17913,21.5,44.4,10.6
10/4/2014 8:00,89943,25914,21.3,45.3,12.9
10/4/2014 9:00,140088,45694,27.9,57.1,15.3
10/4/2014 10:00,183014,65514,25.9,64.8,14.4
10/4/2014 11:00,199272,65786,28.1,59.3,14.1
10/4/2014 12:00,215524,76034,30.6,58.2,14
10/4/2014 13:00,199772,66690,29,58.6,13.8
10/4/2014 14:00,190409,61249,29.2,60.1,13.6
10/4/2014 15:00,186099,55562,25.9,58.4,14.1
10/4/2014 16:00,148981,56131,29.5,51.8,15
10/4/2014 17:00,114968,40845,28.5,52.8,14.7
10/4/2014 18:00,113881,38838,31.2,52.9,13.3
10/4/2014 19:00,113748,40107,22.5,50.8,14.3
10/4/2014 20:00,135003,51616,30.7,57.3,17.5
10/4/2014 21:00,100554,31088,21.3,44.7,11.6
10/4/2014 22:00,92511,34849,23.5,51.7,13
10/4/2014 23:00,65970,21894,17.2,43.2,11.5
10/5/2014 0:00,66441,18438,21.6,41.1,11.1
10/5/2014 1:00,28771,9766,16.1,43.4,13.5
10/5/2014 2:00,3495,1269,15.4,42.9,13.7
10/5/2014 3:00,863,280,16.2,41.8,14
10/5/2014 4:00,2844,902,12.9,41.7,12.6
10/5/2014 5:00,12470,3809,14.8,45.1,14.1
10/5/2014 6:00,35939,10864,18.8,48.5,14.4
10/5/2014 7:00,37130,13481,15.1,41.1,11.1
10/5/2014 8:00,46051,16127,17.8,45.5,16.3
10/5/2014 9:00,97115,31726,26.8,52,16.5
10/5/2014 10:00,135848,47394,23.8,53.6,14
10/5/2014 11:00,150895,50886,23.7,49.1,16
10/5/2014 12:00,212980,70199,34.9,58.7,14
10/5/2014 13:00,211496,67150,33.2,49.1,15
10/5/2014 14:00,177044,53620,29.5,53,13
10/5/2014 15:00,208029,59446,32.1,60.5,14.3
10/5/2014 16:00,193171,69462,32.1,60.5,13.9
10/5/2014 17:00,217299,67191,32.7,60.9,15.3
10/5/2014 18:00,170321,58727,32.2,59.8,18.4
10/5/2014 19:00,190522,56456,27.6,59,17.8
10/5/2014 20:00,163978,56125,26.2,65.2,14.3
10/5/2014 21:00,112188,40969,23.5,54.8,13.2
10/5/2014 22:00,146837,47284,32.3,53.6,13.8
10/5/2014 23:00,94479,32362,30.4,48.9,14.4
10/6/2014 0:00,47452,17395,19.2,51.6,14.6
10/6/2014 1:00,21877,8529,21.6,43.7,13.5
10/6/2014 2:00,4636,1544,12.7,39.8,14.2
10/6/2014 3:00,1311,411,16.9,47.1,14.5
10/6/2014 4:00,3678,1239,11.8,42.5,16
10/6/2014 5:00,15809,5374,16.3,39.9,11.5
10/6/2014 6:00,65205,20225,18.7,46.7,15.3
10/6/2014 7:00,82414,27944,27.8,49.8,13.5
10/6/2014 8:00,99277,32768,20.6,48.6,14.4
10/6/2014 9:00,166128,50945,34.8,54.6,14.5
10/6/2014 10:00,218886,72198,35.2,62.1,16.6
10/6/2014 11:00,267120,90737,35.9,68,15.7
10/6/2014 12:00,304898,99916,40.1,69.4,13.6
10/6/2014 13:00,314009,92425,34,67.6,15
10/6/2014 14:00,203910,74671,29,64.7,10.2
10/6/2014 15:00,185120,60217,25,59.8,15.7
10/6/2014 16:00,172320,55144,27.6,61.1,11.5
10/6/2014 17:00,186986,63264,34.2,63.7,13.1
10/6/2014 18:00,181902,66654,30.9,59.7,15
10/6/2014 19:00,162030,53868,30.6,56.5,10.9
10/6/2014 20:00,184364,59899,30.4,62.4,12.6
10/6/2014 21:00,205666,68843,31.2,65.3,15.5
10/6/2014 22:00,160392,53759,31,52.3,15
10/6/2014 23:00,91781,33630,23.3,47.6,14.8
10/7/2014 0:00,46503,17142,22.1,47,13.9
10/7/2014 1:00,25429,8904,21.5,46.6,14.5
10/7/2014 2:00,4908,1698,10.7,39.5,14.4
10/7/2014 3:00,1225,380,13.9,38.4,15.7
10/7/2014 4:00,5926,1926,11.9,38.1,12.6
10/7/2014 5:00,18112,5309,16.6,32.5,12.4
10/7/2014 6:00,53437,18643,19.3,46.8,19.1
10/7/2014 7:00,58823,20244,17.6,44.9,11.4
10/7/2014 8:00,97849,31708,21.2,49.7,12.5
10/7/2014 9:00,104918,38184,30.6,51.6,13.2
10/7/2014 10:00,199457,67402,35.8,61.7,12.9
10/7/2014 11:00,224352,76478,33.3,70.9,16.2
10/7/2014 12:00,242530,76374,38,65.2,14.6
10/7/2014 13:00,225691,77588,36.6,69.8,12.1
10/7/2014 14:00,210124,70888,37.7,64.2,13.5
10/7/2014 15:00,161131,49123,28.7,54.5,15.4
10/7/2014 16:00,218411,72669,32.2,65.9,14
10/7/2014 17:00,168755,59898,31,61.7,13.4
10/7/2014 18:00,180207,58348,28.8,59,15.1
10/7/2014 19:00,156962,50037,27.3,55.3,11.2
10/7/2014 20:00,199520,70497,33.7,59.1,12.1
10/7/2014 21:00,208718,71895,33.9,60.7,14.9
10/7/2014 22:00,140761,46364,19.6,56.6,14.4
10/7/2014 23:00,71915,29212,21.2,48.4,12.4
10/8/2014 0:00,43594,17694,18.1,48.6,15.7
10/8/2014 1:00,28509,9758,22.3,38.5,15.7
10/8/2014 2:00,6854,2158,12.9,38.4,13.6
10/8/2014 3:00,1011,325,15,44.8,17.2
10/8/2014 4:00,5475,1676,16.2,43,15.3
10/8/2014 5:00,12192,4151,14.4,42.1,16.5
10/8/2014 6:00,55719,17902,13.8,46.6,12.5
10/8/2014 7:00,45217,15560,20,45.7,18
10/8/2014 8:00,101890,35915,24,50,12.2
10/8/2014 9:00,132701,47638,34,54.3,11.2
10/8/2014 10:00,161275,58782,26.5,58.4,15
10/8/2014 11:00,198325,71388,37.9,60.9,13.1
10/8/2014 12:00,264560,86215,41.8,70.8,10
10/8/2014 13:00,238991,71350,32.8,59.6,12.9
10/8/2014 14:00,165106,55820,30.7,58.3,15.4
10/8/2014 15:00,159606,53980,34.4,60.6,13.8
10/8/2014 16:00,182918,62107,31.5,57.6,15.5
10/8/2014 17:00,200727,66276,34.7,65.8,16.6
10/8/2014 18:00,202728,68366,31.1,58.5,18.9
10/8/2014 19:00,193060,61211,37.2,55.7,16.3
10/8/2014 20:00,114049,41738,24.3,53.7,12.6
10/8/2014 21:00,225414,72130,30,64,11.9
10/8/2014 22:00,146442,53367,30.3,57.3,16.9
10/8/2014 23:00,86075,29727,25.8,52.5,12.4
10/9/2014 0:00,46217,16421,19.9,39.9,15.2
10/9/2014 1:00,22866,7570,17.3,43,11.8
10/9/2014 2:00,4822,1569,17.8,45,15.4
10/9/2014 3:00,1311,409,16,40.8,14.6
10/9/2014 4:00,4404,1565,18.6,38.3,16.2
10/9/2014 5:00,12293,3903,16.3,40.1,12.8
10/9/2014 6:00,31243,10388,13.8,42.4,12
10/9/2014 7:00,49118,15984,19.2,46.2,13.1
10/9/2014 8:00,85975,31083,23.4,51.2,14.9
10/9/2014 9:00,194120,57271,26.7,60.6,19.2
10/9/2014 10:00,202856,64082,31.5,59.8,14.6
10/9/2014 11:00,241426,79570,32.4,70.5,14.1
10/9/2014 12:00,209238,71421,34.1,66.6,14.3
10/9/2014 13:00,162321,58120,30.1,58.3,15
10/9/2014 14:00,174524,61926,35.6,59.8,14.4
10/9/2014 15:00,137676,49001,27.6,53.5,14.3
10/9/2014 16:00,199203,61255,24.1,57.2,14
10/9/2014 17:00,190606,61709,28,60.7,16
10/9/2014 18:00,163350,51239,24.6,53.8,13.5
10/9/2014 19:00,164459,48312,23.2,55.3,15.3
10/9/2014 20:00,200284,65515,31.2,60,13.1
10/9/2014 21:00,214832,72585,30.7,59.5,17.1
10/9/2014 22:00,201023,54829,30.9,55.3,15.3
10/9/2014 23:00,94523,28175,20.1,44.2,14.5
10/10/2014 0:00,54118,17460,18.8,43.7,16.4
10/10/2014 1:00,22030,6595,14.8,48.8,15.4
10/10/2014 2:00,4553,1399,11.3,41.8,12.6
10/10/2014 3:00,432,162,10.8,35.6,18
10/10/2014 4:00,5197,1729,9.7,48.3,12
10/10/2014 5:00,13727,4283,17.3,40.4,19
10/10/2014 6:00,32433,11032,19.7,44.1,14.6
10/10/2014 7:00,38783,11898,20.7,48.6,13.3
10/10/2014 8:00,94656,32449,23,47,18.9
10/10/2014 9:00,176558,51949,29.3,58.6,11.6
10/10/2014 10:00,198011,64202,33.9,63,16.5
10/10/2014 11:00,214022,73367,36.3,61,16.5
10/10/2014 12:00,221812,78908,32.9,62.1,14.7
10/10/2014 13:00,217542,69063,29.2,64.6,13.6
10/10/2014 14:00,156284,49787,31.3,54.7,14.4
10/10/2014 15:00,132870,45242,26.2,52.4,14.8
10/10/2014 16:00,168325,58127,34,59.8,13.2
10/10/2014 17:00,162551,55680,29.8,60.4,13.3
10/10/2014 18:00,185757,61638,34.8,57.7,15.6
10/10/2014 19:00,134702,45645,23.2,54,14.2
10/10/2014 20:00,193456,66839,31.9,59.8,14.2
10/10/2014 21:00,181715,61093,29.5,57.9,15.4
10/10/2014 22:00,160388,52229,25.9,55.2,10.3
10/10/2014 23:00,84227,25296,19.9,47.8,18.1
10/11/2014 0:00,49882,15206,15.1,45.4,17.5
10/11/2014 1:00,24072,8102,18.1,41.3,16.1
10/11/2014 2:00,3822,1067,15.1,37.8,13.6
10/11/2014 3:00,1417,479,12.1,41.8,14.6
10/11/2014 4:00,5266,1631,15.9,39.3,13.3
10/11/2014 5:00,15069,5185,17.8,44.1,16.5
10/11/2014 6:00,33970,11169,15.1,36.1,15.3
10/11/2014 7:00,65032,20714,20.3,45.2,15.5
10/11/2014 8:00,72461,23312,23.7,46.7,17.2
10/11/2014 9:00,123765,39968,26,55.6,14.7
10/11/2014 10:00,173210,55457,33.5,59.7,12.3
10/11/2014 11:00,175145,55666,27.6,61.7,12.7
10/11/2014 12:00,160279,57824,30.2,57.4,13.1
10/11/2014 13:00,163615,53416,29.5,60.4,13.4
10/11/2014 14:00,209398,70377,35.4,60.2,15.9
10/11/2014 15:00,175283,55663,26.5,59.9,14.7
10/11/2014 16:00,139973,54944,24.5,53.1,17.3
10/11/2014 17:00,139325,44721,30.8,50.8,13.2
10/11/2014 18:00,87882,29589,27.1,51.2,15.3
10/11/2014 19:00,116246,40236,24.7,51.9,14.9
10/11/2014 20:00,154405,46891,24.5,54.2,15.3
10/11/2014 21:00,137003,44558,29.3,50.7,13.6
10/11/2014 22:00,94310,31851,23.6,49.5,13.5
10/11/2014 23:00,67472,21799,19.2,45.8,13.8
10/12/2014 0:00,57815,17079,24.9,41.4,13
10/12/2014 1:00,21991,7268,14.5,41.7,18.4
10/12/2014 2:00,4954,1663,14.9,39.9,12.5
10/12/2014 3:00,898,299,10.6,41,14.8
10/12/2014 4:00,1006,321,12,34.4,14.7
10/12/2014 5:00,3731,1258,11.4,37.5,16.3
10/12/2014 6:00,12907,4560,13.9,40.6,17.8
10/12/2014 7:00,25778,8546,22.8,42.1,15.5
10/12/2014 8:00,74650,24047,20.1,47.3,18
10/12/2014 9:00,104899,34179,24.8,49.4,15.4
10/12/2014 10:00,126931,42406,23.8,54.8,17
10/12/2014 11:00,160195,50697,21,53.9,9.8
10/12/2014 12:00,147171,51961,27.8,55.7,15.7
10/12/2014 13:00,181257,61667,29.6,55.4,11.6
10/12/2014 14:00,154805,54151,29.9,58.7,13.2
10/12/2014 15:00,186206,58412,33.3,55.4,16.1
10/12/2014 16:00,175278,59542,30.1,61.3,15.6
10/12/2014 17:00,186624,62086,28.6,62.8,16.5
10/12/2014 18:00,127976,44187,22.8,51.8,15
10/12/2014 19:00,189478,63595,30.5,61.2,11.4
10/12/2014 20:00,214385,69718,38.7,60.9,13.9
10/12/2014 21:00,195623,69608,27.2,60.1,13.6
10/12/2014 22:00,102488,35600,29.2,50.3,12.8
10/12/2014 23:00,80924,26990,17.9,44.8,14.1
10/13/2014 0:00,57556,18653,19.7,44.1,17.3
10/13/2014 1:00,17209,5972,16.6,43,15.2
10/13/2014 2:00,3888,1223,15.6,38.1,20.2
10/13/2014 3:00,893,283,11.9,43,19.9
10/13/2014 4:00,4841,1462,17,38.3,17.9
10/13/2014 5:00,18681,6078,16.4,41,16.3
10/13/2014 6:00,35339,11825,15,40.4,11.1
10/13/2014 7:00,59521,20108,22.5,45,14
10/13/2014 8:00,82039,26069,21.4,49.8,16.3
10/13/2014 9:00,179014,55771,27.4,59.2,8.6
10/13/2014 10:00,228430,77476,36,68.3,16.5
10/13/2014 11:00,212566,73565,33.8,61.8,16.3
10/13/2014 12:00,208303,75647,33.1,57.9,17.1
10/13/2014 13:00,206749,70040,31.5,63.1,15.9
10/13/2014 14:00,199081,71175,29.3,61.7,14.7
10/13/2014 15:00,156236,55310,29.6,59.3,12
10/13/2014 16:00,194986,64354,25.3,59.1,15.4
10/13/2014 17:00,171828,51553,22.4,61.1,14.2
10/13/2014 18:00,181952,69153,32.7,64.8,13.7
10/13/2014 19:00,183713,56714,27.8,60.7,11.6
10/13/2014 20:00,209239,67854,28.2,60.7,15.1
10/13/2014 21:00,209051,67301,32.1,57.2,16.3
10/13/2014 22:00,152647,51484,30.8,52.7,16.1
10/13/2014 23:00,81773,30457,21.2,53.5,13.1
10/14/2014 0:00,47685,15230,16,44.2,14.8
10/14/2014 1:00,18937,6564,17.5,43.9,13.3
10/14/2014 2:00,2411,769,12.7,46.3,14.2
10/14/2014 3:00,749,255,14.5,43.3,13.3
10/14/2014 4:00,2561,814,13.7,38.7,13.5
10/14/2014 5:00,12814,4373,18,40.6,18.7
10/14/2014 6:00,54104,17025,24.4,40.4,21
10/14/2014 7:00,52965,17973,30.4,46.2,16.3
10/14/2014 8:00,82156,23973,17.3,50.4,15.6
10/14/2014 9:00,175548,57324,28.5,56.1,13.6
10/14/2014 10:00,252947,74505,37,63.7,15.7
10/14/2014 11:00,195024,71646,34,62.1,14.9
10/14/2014 12:00,237617,75136,28.8,64.2,16.7
10/14/2014 13:00,189888,67631,29.6,60.2,14.7
10/14/2014 14:00,143090,44781,23.4,55.8,14.2
10/14/2014 15:00,147371,55596,27.2,54.2,12.8
10/14/2014 16:00,184599,53541,28.2,54.1,17.1
10/14/2014 17:00,113468,41863,25.5,45.8,14.5
10/14/2014 18:00,120673,41787,27,47.8,15.2
10/14/2014 19:00,177563,58870,31.4,57.4,16.3
10/14/2014 20:00,178059,57989,29.5,59.5,15.8
10/14/2014 21:00,211847,66353,29.3,60.7,15.9
10/14/2014 22:00,149171,50100,27.4,60.7,14.6
10/14/2014 23:00,73978,22696,21,51.8,16.5
10/15/2014 0:00,56546,18527,18.8,44.7,18.5
10/15/2014 1:00,20582,6558,12.5,43,14.2
10/15/2014 2:00,4697,1984,17.2,37.5,16.2
10/15/2014 3:00,1314,411,17.8,41.1,13.2
10/15/2014 4:00,5631,1949,15.4,36.9,15
10/15/2014 5:00,14274,4847,15.6,44.5,15.1
10/15/2014 6:00,36169,12326,20.6,43.8,13.3
10/15/2014 7:00,55556,19289,21.4,48.2,15.8
10/15/2014 8:00,105582,36042,17.4,51.2,15.6
10/15/2014 9:00,151247,51870,26.6,54.6,14.9
10/15/2014 10:00,196726,64134,28.4,53.5,12.7
10/15/2014 11:00,184610,62315,31.1,56.4,17.3
