DT,VPH,ApacheRPH,TPH,CPU,MEM,IO
11/7/2014 6:00,36581,113647,12085,8,45.5,25.9
11/7/2014 7:00,82686,245250,28992,17.7,46.9,29.7
11/7/2014 8:00,76116,240922,24872,17.3,48.9,25.8
11/7/2014 9:00,120095,354720,41565,20.1,44.7,31.1
11/7/2014 10:00,193548,552559,64785,26.7,47.8,26.8
11/7/2014 11:00,259632,783444,74717,38.6,45.4,27.2
11/7/2014 12:00,212498,661200,81044,32.2,49.4,19.1
11/7/2014 13:00,208235,616022,70312,33.1,48.1,22.5
11/7/2014 14:00,153969,450555,61685,25.3,45.4,27
11/7/2014 15:00,194675,602902,62489,32.1,51.4,26.6
11/7/2014 16:00,132810,404097,50657,23.2,45.5,22.5
11/7/2014 17:00,188125,594476,56510,32.7,42.5,19.2
11/7/2014 18:00,154036,442229,56936,25.9,44.5,24.7
11/7/2014 19:00,200419,598694,64249,32.1,47.1,16.9
11/7/2014 20:00,202286,607023,72803,30.2,46.4,26.5
11/7/2014 21:00,210778,646171,69771,34.9,45.2,22.8
11/7/2014 22:00,130356,389717,43145,22.4,46.9,17.9
11/7/2014 23:00,81954,248579,27849,18,52.8,20.1
11/8/2014 0:00,53955,173489,18830,5.5,49.3,21
11/8/2014 1:00,28392,87107,9309,7.4,47.2,20.3
11/8/2014 2:00,4238,13002,1506,3.6,46.7,32.3
11/8/2014 3:00,975,2925,318,5.5,46.8,21.3
11/8/2014 4:00,5020,14776,1589,7.3,46,31.1
11/8/2014 5:00,13822,38253,4665,7.4,45.3,24.1
11/8/2014 6:00,24629,76297,7942,10.1,47.8,27.9
11/8/2014 7:00,71909,222211,23521,14.3,47.3,29.1
11/8/2014 8:00,94134,271753,30622,16.2,42.2,27.8
11/8/2014 9:00,143365,437405,48419,24.7,48,24
11/8/2014 10:00,180507,536835,64736,27,46.7,21.8
11/8/2014 11:00,237040,747627,79728,39.5,50.4,31.2
11/8/2014 12:00,265391,780041,81877,42.1,44,26.1
11/8/2014 13:00,175231,537990,63543,29.2,47,32.5
11/8/2014 14:00,176996,536825,61359,29.7,46.7,26.3
11/8/2014 15:00,190017,576659,66852,30,44.4,24.9
11/8/2014 16:00,143688,427943,50763,24,48.6,34.7
11/8/2014 17:00,136246,428586,45212,25.8,45.6,29.3
11/8/2014 18:00,132664,416191,45769,21.2,47.5,34.2
11/8/2014 19:00,163338,511779,52439,29.5,49,31.4
11/8/2014 20:00,161466,528444,50369,29.1,46.2,35.2
11/8/2014 21:00,118477,347447,41245,20.5,50.1,22.5
11/8/2014 22:00,99356,303820,33123,18.3,45.7,21.3
11/8/2014 23:00,59545,176821,19994,13.3,46.9,33.4
11/9/2014 0:00,56992,165825,17600,13.3,47.6,26.6
11/9/2014 1:00,24025,73404,7937,7.3,46.1,35.7
11/9/2014 2:00,5229,16192,1804,6.6,46,34.9
11/9/2014 3:00,932,2716,345,6.2,48.6,26.3
11/9/2014 4:00,2100,6232,643,4.7,46.3,29.6
11/9/2014 5:00,7126,20718,2384,6.1,48.6,19.7
11/9/2014 6:00,13344,41246,4378,8.1,48.1,24.3
11/9/2014 7:00,22050,68305,7127,8.7,45.4,27.1
11/9/2014 8:00,57253,171439,18151,11.2,45.9,28.7
11/9/2014 9:00,106068,327298,35934,20.6,48.1,29.3
11/9/2014 10:00,166741,518293,55261,27.8,45.9,27.6
11/9/2014 11:00,154756,463188,48516,24.9,49.1,29.1
11/9/2014 12:00,258184,736751,86903,37.8,48.4,24.3
11/9/2014 13:00,215232,645889,68852,35,45.2,24.4
11/9/2014 14:00,156712,464613,61522,25.5,48.6,36.2
11/9/2014 15:00,176207,529474,62997,27.7,47.8,24.5
11/9/2014 16:00,139081,413946,41405,22.2,42.9,24.9
11/9/2014 17:00,153227,457488,52507,24.9,47.2,26.7
11/9/2014 18:00,144779,426249,46661,24.5,48.9,27.1
11/9/2014 19:00,165868,508412,57240,27,46.4,25.9
11/9/2014 20:00,173973,524593,56506,28,47.8,18.4
11/9/2014 21:00,163795,471694,58141,27.9,47.5,24
11/9/2014 22:00,119168,367689,38002,21.3,48.4,28.7
11/9/2014 23:00,93541,273750,28947,16.1,46.1,22.7
11/10/2014 0:00,59454,188012,18616,12.8,46.3,32.4
11/10/2014 1:00,21411,65310,7329,8.2,44.4,22.3
11/10/2014 2:00,4330,13267,1368,6.4,47.8,23
11/10/2014 3:00,695,2058,236,4.2,50.3,32.5
11/10/2014 4:00,3445,10927,1125,6.7,46.5,19.8
11/10/2014 5:00,21149,69708,6955,6.2,48.1,28.8
11/10/2014 6:00,45407,133610,13628,11.8,46.2,29.7
11/10/2014 7:00,82593,263854,29452,15.2,48.7,23.7
11/10/2014 8:00,127903,384380,42377,24.5,48.1,28.5
11/10/2014 9:00,173598,529011,57237,28.9,48.2,25.4
11/10/2014 10:00,201357,625599,69342,32.4,43.6,27.3
11/10/2014 11:00,270114,798423,83338,43,45.7,27.7
11/10/2014 12:00,310351,912877,98328,45.1,50,17.9
11/10/2014 13:00,227971,665787,81055,34.3,47,32.6
11/10/2014 14:00,187498,574316,65355,30.3,48.1,12.7
11/10/2014 15:00,240034,712709,75878,36.5,44.5,19.9
11/10/2014 16:00,179217,569633,60186,31.1,48.4,28.4
11/10/2014 17:00,200273,580006,67967,32.7,45.2,20
11/10/2014 18:00,215724,651065,73888,34.3,47.5,26
11/10/2014 19:00,168519,501409,63369,28.6,49.3,27.2
11/10/2014 20:00,229909,681912,76584,35.1,47.9,26.8
11/10/2014 21:00,232615,681396,79132,39.5,47.6,29.7
11/10/2014 22:00,141118,443011,49504,26.5,50,31.2
11/10/2014 23:00,87711,268353,28375,17.7,48.9,29.8
11/11/2014 0:00,44899,143793,16050,10.2,43.1,28.1
11/11/2014 1:00,22577,65291,7812,8.1,45.9,28.3
11/11/2014 2:00,4552,14214,1445,2.7,48.1,31.4
11/11/2014 3:00,789,2415,263,3.3,51.4,18.1
11/11/2014 4:00,4628,13740,1599,5.7,46.2,29.2
11/11/2014 5:00,18302,54005,6285,8.1,48.5,27.3
11/11/2014 6:00,56651,171281,18314,11.4,52.6,34.4
11/11/2014 7:00,73907,211173,22746,15.8,47.5,20.5
11/11/2014 8:00,75493,228895,25021,14.8,46.1,31.2
11/11/2014 9:00,131146,380729,48506,23,46.2,21.2
11/11/2014 10:00,230608,640988,75988,35.2,48.2,27.9
11/11/2014 11:00,277282,850166,94116,41.7,44.1,25.4
11/11/2014 12:00,198556,575983,76942,33.3,45,25
11/11/2014 13:00,219465,674462,70100,34.6,49.4,25.3
11/11/2014 14:00,248767,797211,78829,37.6,46.5,20.2
11/11/2014 15:00,161252,491476,56238,28.3,46.1,23.1
11/11/2014 16:00,183185,591914,63527,30.2,52.4,21.2
11/11/2014 17:00,190927,578879,70117,31.9,47.6,37.5
11/11/2014 18:00,187539,547753,61583,29.5,48.8,29.8
11/11/2014 19:00,197619,610798,68335,32,44.8,35.2
11/11/2014 20:00,158781,495807,50962,28,44.8,27
11/11/2014 21:00,185235,555666,67421,30.3,45.4,22.7
11/11/2014 22:00,169521,515515,52712,26.4,49.3,27.6
11/11/2014 23:00,88153,265303,26128,17.9,47,18.8
11/12/2014 0:00,50649,151881,16647,12.3,45.2,39
11/12/2014 1:00,30632,91730,9517,8,45.1,22.9
11/12/2014 2:00,5287,15698,1767,8.2,49.6,20.2
11/12/2014 3:00,1023,3233,329,4.7,50.2,25.6
11/12/2014 4:00,5487,15873,2026,6.3,46.6,20.3
11/12/2014 5:00,16124,50245,5846,8.8,48.2,20.9
11/12/2014 6:00,24981,77371,7918,7,48.9,29.8
11/12/2014 7:00,55600,169396,17413,13.9,42.9,22.8
11/12/2014 8:00,78520,237239,26241,15,47.4,27.7
11/12/2014 9:00,155143,450019,50165,26.5,49.9,17
11/12/2014 10:00,172017,532796,58931,27.2,44.8,26
11/12/2014 11:00,192436,582808,67226,31,47.6,30
11/12/2014 12:00,231858,660208,84597,33.7,49,27.2
11/12/2014 13:00,258252,822333,80939,39.3,49.2,26.7
11/12/2014 14:00,177981,532370,59752,29.3,47.2,27.7
11/12/2014 15:00,210240,610103,66585,34,47.1,36.5
11/12/2014 16:00,183292,544398,58228,29.5,50.5,26.7
11/12/2014 17:00,211237,647601,63944,32.4,45.5,28.3
11/12/2014 18:00,186012,560099,64502,28.6,48.7,28.4
11/12/2014 19:00,183406,547004,67218,28.4,47.8,28.6
11/12/2014 20:00,199272,602315,63385,33.8,50.2,32.4
11/12/2014 21:00,193267,553099,62145,29.8,52.3,30.2
11/12/2014 22:00,168990,502081,53925,28.1,48.1,13.5
11/12/2014 23:00,79401,235928,27396,17.3,48.1,32.9
11/13/2014 0:00,56831,170670,17887,11.4,50.5,26.6
11/13/2014 1:00,22318,66347,7536,8,52.7,32.1
11/13/2014 2:00,4600,14037,1611,7,48.8,28.7
11/13/2014 3:00,1001,3030,327,5,49.3,31.7
11/13/2014 4:00,5654,17480,1885,5.7,47.5,26.8
11/13/2014 5:00,16230,46293,5042,7,48,30.3
11/13/2014 6:00,53356,160614,16620,11.2,48.4,17
11/13/2014 7:00,78419,228464,23992,15.9,45.9,26.5
11/13/2014 8:00,69212,207555,23738,13.3,45.9,33.2
11/13/2014 9:00,132015,429896,46699,23.9,49.6,21.9
11/13/2014 10:00,220384,641997,70147,35.1,50.8,28.7
11/13/2014 11:00,192051,594912,64351,31,49,25.8
11/13/2014 12:00,246006,747532,85693,37.5,45.1,23.6
11/13/2014 13:00,200829,618999,70511,32.8,44.4,30.8
11/13/2014 14:00,203764,612008,66872,30.4,51.3,25.2
11/13/2014 15:00,185278,562639,62377,29,43.6,27.1
11/13/2014 16:00,158759,458120,56447,25.5,48.6,19.3
11/13/2014 17:00,208112,615667,63336,33,47.4,30.5
11/13/2014 18:00,201884,586567,68485,30.2,45.7,33.5
11/13/2014 19:00,188421,568849,58335,30,44.5,26.3
11/13/2014 20:00,187085,591264,69929,30,45.8,26.1
11/13/2014 21:00,177107,524200,57068,26.2,44.9,27.9
11/13/2014 22:00,155684,443304,49113,23,47.5,27.7
11/13/2014 23:00,85290,264613,28668,14.7,48.1,18.5
11/14/2014 0:00,49081,142631,16000,11.1,44.4,29.4
11/14/2014 1:00,24464,73840,7967,9.7,50.9,31.2
11/14/2014 2:00,5316,16058,1668,6.4,49,22
11/14/2014 3:00,696,2066,231,5.2,48.6,17.9
11/14/2014 4:00,5141,15449,1681,6.1,48.8,18.6
11/14/2014 5:00,16204,48531,5380,8.3,50.7,28.7
11/14/2014 6:00,23862,72263,7700,5.7,50.7,30.1
11/14/2014 7:00,30878,93080,9814,11.4,48.1,25.9
11/14/2014 8:00,87476,258422,26622,17,49.2,30
11/14/2014 9:00,150885,459309,47712,25.7,51.5,23.3
11/14/2014 10:00,186070,527354,57427,30.2,46,29.3
11/14/2014 11:00,142952,437364,58091,22.6,49.1,27.8
11/14/2014 12:00,240185,728583,71140,40.1,46.2,27.2
11/14/2014 13:00,211406,655830,67382,34.6,49.7,23.7
11/14/2014 14:00,176526,522915,51539,29.3,46,21.8
11/14/2014 15:00,159656,495250,60800,25.2,46.2,29.2
11/14/2014 16:00,167409,495930,55018,28.5,45.6,22.5
11/14/2014 17:00,161466,492015,52584,26.7,48.5,31.9
11/14/2014 18:00,189574,610241,60370,30.9,45.3,27
11/14/2014 19:00,197002,604311,61263,31.6,45,24.5
11/14/2014 20:00,155579,454791,51055,23.5,44.6,29.5
11/14/2014 21:00,201000,594868,64992,32.5,43.7,30.2
11/14/2014 22:00,156135,485669,49456,26.8,45.7,29.3
11/14/2014 23:00,82040,251083,26844,17.4,44.4,31
11/15/2014 0:00,52216,156870,17707,13,46.2,20.6
11/15/2014 1:00,22068,65961,7406,7,51.1,31.5
11/15/2014 2:00,3587,11080,1186,4.5,44.3,24.4
11/15/2014 3:00,1199,3477,396,3.8,45.5,33.7
11/15/2014 4:00,6268,18715,2090,9,47.1,32.4
11/15/2014 5:00,12219,37235,3873,5.2,43.6,25.3
11/15/2014 6:00,35168,109286,10635,9.5,46.2,18.9
11/15/2014 7:00,46231,137636,14391,11.4,52.2,26.2
11/15/2014 8:00,78963,237847,25663,15.2,46.1,22.5
11/15/2014 9:00,120616,367262,44344,23.1,45.3,24.5
11/15/2014 10:00,161752,504254,47382,29.6,47.2,22.6
11/15/2014 11:00,200453,584141,67557,30.1,44.5,16.9
11/15/2014 12:00,185280,567993,63321,29.7,45.2,34
11/15/2014 13:00,189891,590724,57689,31.4,44.1,26.1
11/15/2014 14:00,160478,508030,56078,27.8,44.7,32.5
11/15/2014 15:00,132609,394359,40293,24.7,48.5,25.7
11/15/2014 16:00,166329,494521,51356,26.6,48,16.8
11/15/2014 17:00,100340,311133,33387,20.7,49.7,22
11/15/2014 18:00,164866,502774,50372,29.3,48.1,22.1
11/15/2014 19:00,141005,404863,43963,23.6,48.6,32.9
11/15/2014 20:00,151161,468911,49567,24.3,48.3,21.6
11/15/2014 21:00,153960,452699,48872,25.1,44.3,28.9
11/15/2014 22:00,111820,340126,34974,21.4,43.1,30.9
11/15/2014 23:00,55874,168316,20702,11.2,48.5,19.1
11/16/2014 0:00,46966,137546,15396,11.1,46.4,30.8
11/16/2014 1:00,20206,60841,6530,9.3,51,20.2
11/16/2014 2:00,5560,17958,1781,8.5,48.2,24
11/16/2014 3:00,906,2596,310,2.7,49.9,29.7
11/16/2014 4:00,2940,8592,993,5,48.9,30.7
11/16/2014 5:00,5556,16729,1824,7.4,42.8,27.5
11/16/2014 6:00,36359,115710,12262,12.5,46,21.3
11/16/2014 7:00,58465,177575,18887,11.4,45.4,21.5
11/16/2014 8:00,65612,201630,21190,12.3,48.5,35.9
11/16/2014 9:00,79918,243239,28710,16,46.9,30.7
11/16/2014 10:00,109807,320429,38610,18.3,48,29.6
11/16/2014 11:00,187063,559534,62331,30.9,49.2,30.7
11/16/2014 12:00,175638,515421,59243,26.6,43,37.5
11/16/2014 13:00,211804,625707,60827,34.6,49.5,29.8
11/16/2014 14:00,122316,371356,45739,22.3,43.1,33.6
11/16/2014 15:00,149988,441202,57369,24.8,45.1,20.4
11/16/2014 16:00,162609,486734,56046,27.8,48.7,27.3
11/16/2014 17:00,165272,485183,56949,26.8,47.5,15.7
11/16/2014 18:00,188417,591406,62143,30.3,49.3,22.2
11/16/2014 19:00,140151,413282,46306,23.1,47.6,30.7
11/16/2014 20:00,190447,598437,65117,29.4,48.9,24.7
11/16/2014 21:00,201046,617437,66293,32.5,49.9,28.8
11/16/2014 22:00,131476,418619,41526,23,49.9,30.7
11/16/2014 23:00,93594,280892,29340,14.5,50.6,26.8
11/17/2014 0:00,52924,170359,17080,11,47,27.8
11/17/2014 1:00,25843,76024,8388,8.6,46.8,35.9
11/17/2014 2:00,4813,14835,1647,5.4,48.6,24.5
11/17/2014 3:00,962,2710,325,4.2,45.6,22.1
11/17/2014 4:00,5995,17586,1859,4.8,47.5,29.9
11/17/2014 5:00,17521,51823,6023,6.8,48.5,25.5
11/17/2014 6:00,36592,111847,13595,11,47.6,36.2
11/17/2014 7:00,91896,273982,32714,17.3,52.7,30.9
11/17/2014 8:00,119522,357180,34837,22.2,50,28.4
11/17/2014 9:00,172740,498212,56179,27.6,47.1,28.1
11/17/2014 10:00,193557,584798,65705,31.7,46.9,31.5
11/17/2014 11:00,254117,792960,79304,37,47.1,20.4
11/17/2014 12:00,199582,595646,76083,31,49,32.4
11/17/2014 13:00,229386,654393,67910,33.8,45.7,40.7
11/17/2014 14:00,213505,627995,66110,30.4,46.6,20.2
11/17/2014 15:00,181644,566728,62991,29.9,45.2,22.5
11/17/2014 16:00,234288,690581,71299,35.8,50.7,33.7
11/17/2014 17:00,166558,521399,54793,29.6,45.1,25.3
11/17/2014 18:00,249640,765276,78071,37.9,50.1,25.5
11/17/2014 19:00,175004,504836,62495,27.5,49.9,22.2
11/17/2014 20:00,209547,626622,66196,33.6,47.3,29.8
11/17/2014 21:00,223204,642552,75742,32.2,51.5,33.8
11/17/2014 22:00,123776,367395,46501,23,49.6,27.2
11/17/2014 23:00,74187,224074,25153,14.6,43.6,29.1
11/18/2014 0:00,57707,177759,17595,13.5,49.7,17.9
11/18/2014 1:00,22936,68007,7429,8.7,47.5,26.2
11/18/2014 2:00,4710,14387,1581,4.4,44.9,32.8
11/18/2014 3:00,421,1337,157,4.2,49.4,19.2
11/18/2014 4:00,4867,14791,1508,5.4,44.8,15.9
11/18/2014 5:00,16643,48184,5244,6.3,44.7,25.7
11/18/2014 6:00,23322,70452,7564,7.6,46.2,26.8
11/18/2014 7:00,91231,277705,28708,18.5,48.1,29.5
11/18/2014 8:00,120379,361499,38435,22.1,47.3,23.7
11/18/2014 9:00,129638,394453,48060,22.4,46.6,27
11/18/2014 10:00,214921,644880,66595,34.3,50.8,42.6
11/18/2014 11:00,195578,623247,62403,32.6,47.2,30.3
11/18/2014 12:00,249507,717358,87542,38.6,49.7,24.4
11/18/2014 13:00,227289,652735,68963,31.1,42.7,29.2
11/18/2014 14:00,181307,513400,65289,29.3,47,24.8
11/18/2014 15:00,154701,486236,58358,25.7,48.1,22.8
11/18/2014 16:00,188233,559113,61296,29.7,47.7,30.3
11/18/2014 17:00,177317,502794,62415,26,50.9,20.1
11/18/2014 18:00,188131,565970,60505,29.8,45.3,25.8
11/18/2014 19:00,202235,630947,68500,32.6,47.9,27.2
11/18/2014 20:00,169850,551971,54314,26.9,45.7,19.5
11/18/2014 21:00,201347,570629,68550,29.2,42.3,30.2
11/18/2014 22:00,145788,438041,48664,22.9,45.7,28.1
11/18/2014 23:00,72915,208575,23409,13.4,48.8,34.1
11/19/2014 0:00,45667,135149,16558,14,46.6,32.3
11/19/2014 1:00,22635,69775,7074,8.1,48.5,15
11/19/2014 2:00,6055,17836,2062,3.7,48,16.9
11/19/2014 3:00,968,2968,299,6.6,48.9,15.5
11/19/2014 4:00,4014,11895,1458,5.5,48.3,28.1
11/19/2014 5:00,13840,41944,4820,6,47,25.8
11/19/2014 6:00,70122,199632,21728,11.2,45.6,26.5
11/19/2014 7:00,71159,208668,22764,12.6,44.7,29.5
11/19/2014 8:00,72808,227652,27188,16.4,47.9,24.3
11/19/2014 9:00,172503,516256,61548,26.7,46.8,28.1
11/19/2014 10:00,199943,587719,67751,30.8,46.1,26
11/19/2014 11:00,214974,669556,75830,33.9,47.5,26.8
11/19/2014 12:00,266953,790446,80035,38.7,45.3,27.8
11/19/2014 13:00,167546,521639,58710,27.5,47.6,32.2
11/19/2014 14:00,211737,641421,72465,34.9,47.3,28.6
11/19/2014 15:00,200128,578594,61874,32.1,46.6,24.7
11/19/2014 16:00,181313,555018,64543,30.5,50.7,21.1
11/19/2014 17:00,174576,504630,61968,27.8,45.9,35.7
11/19/2014 18:00,192403,581535,66307,30.4,46,20
11/19/2014 19:00,177214,532579,57887,26.8,43.3,26
11/19/2014 20:00,226807,640571,71500,32.6,45.5,32.6
11/19/2014 21:00,197484,606041,59166,32.8,49.5,25.8
11/19/2014 22:00,164304,509921,57214,30.9,45.8,26.9
11/19/2014 23:00,95552,277754,28554,17.4,48.6,23.2
11/20/2014 0:00,58336,171990,18613,11.9,49.7,26.2
11/20/2014 1:00,24729,76537,8744,6.3,45.3,24.7
11/20/2014 2:00,5236,15875,1788,7.1,49.9,29.7
11/20/2014 3:00,981,2979,323,4.4,47.8,25.4
11/20/2014 4:00,4552,13898,1419,6.7,49.9,30.2
11/20/2014 5:00,23943,71537,7032,7.4,43,34.2
11/20/2014 6:00,57124,169836,20633,13.4,50.1,18.3
11/20/2014 7:00,60026,175440,20570,12.7,43.4,28.5
11/20/2014 8:00,120084,363118,39796,21.4,48,14.1
11/20/2014 9:00,190065,591326,53667,30.6,45.9,26
11/20/2014 10:00,235519,705487,73880,35.4,42.2,23
11/20/2014 11:00,219777,650526,81391,35.2,46.7,29.2
11/20/2014 12:00,237135,735803,81438,34.7,49.4,24.1
11/20/2014 13:00,208712,628984,67698,34.3,46.8,22.1
11/20/2014 14:00,216872,629690,71963,33.9,48.7,20.3
11/20/2014 15:00,178294,566734,60314,31.5,52.7,25.2
11/20/2014 16:00,234868,709823,79597,37.6,43.2,27.4
11/20/2014 17:00,176808,520787,59678,29.4,42.5,30.1
11/20/2014 18:00,177366,534886,56128,29.3,48.3,28.8
11/20/2014 19:00,157734,456033,55277,23.2,43.8,25
11/20/2014 20:00,207749,603784,71932,32.2,46.1,17.9
11/20/2014 21:00,232493,723314,73202,36.6,52.2,30
11/20/2014 22:00,141941,440547,45064,22.9,47.5,30.4
11/20/2014 23:00,72717,225324,25377,13.5,45.8,24
11/21/2014 0:00,52249,156797,19320,13.2,45.2,18.7
11/21/2014 1:00,24202,75110,7982,7.8,47.8,27.7
11/21/2014 2:00,6605,20210,2131,5.9,51,27
11/21/2014 3:00,1264,3643,440,4.5,47.2,29
11/21/2014 4:00,4961,14362,1542,6.3,46.3,24.2
11/21/2014 5:00,11828,33878,3967,6.7,44.2,25.9
11/21/2014 6:00,38590,115887,14349,11.3,47.2,22.9
11/21/2014 7:00,70176,212706,21280,12.6,50.9,32.1
11/21/2014 8:00,76622,221540,25236,15.3,47.5,22
11/21/2014 9:00,123242,361615,45389,21.9,45.6,21.2
11/21/2014 10:00,212003,651993,62472,35.6,49.9,19.4
11/21/2014 11:00,212032,628316,75877,32.7,46.2,33.5
11/21/2014 12:00,247389,728394,77332,40.6,50.9,38.2
11/21/2014 13:00,181881,544965,60534,29,49.1,22.3
11/21/2014 14:00,168669,512253,58307,27.2,43.8,31.6
11/21/2014 15:00,179185,552445,59283,31.1,46.6,16.5
11/21/2014 16:00,173800,528863,59982,30,43.7,27
11/21/2014 17:00,176553,541350,64552,28.9,48.4,35.7
11/21/2014 18:00,166155,520666,62916,29.3,49.4,23.7
11/21/2014 19:00,191841,585558,72618,33.1,46.3,24.5
11/21/2014 20:00,146741,464946,53836,26.1,47.2,29.4
11/21/2014 21:00,180213,539473,61812,27.4,48.5,28.9
11/21/2014 22:00,142389,420546,48566,22.4,47.1,27
11/21/2014 23:00,85699,250734,27712,18.2,50.1,36.2
11/22/2014 0:00,53028,158752,17117,13.5,48.8,25.4
11/22/2014 1:00,20329,60115,6941,10.7,49,33.1
11/22/2014 2:00,6556,20575,2057,5.2,47,18.5
11/22/2014 3:00,1159,3195,382,3.5,50.2,26.4
11/22/2014 4:00,3287,10035,1252,3.4,44.7,18.9
11/22/2014 5:00,15044,43140,5186,7.1,50.6,33.7
11/22/2014 6:00,43820,134653,13786,11.6,47.2,21.4
11/22/2014 7:00,66281,204987,22558,11.9,49.4,34.3
11/22/2014 8:00,73071,222523,22862,14.6,45.2,32.3
11/22/2014 9:00,166042,532602,51578,29.8,45.1,27.7
11/22/2014 10:00,204165,625293,63318,32,47.1,31.3
11/22/2014 11:00,197311,606812,67292,32.2,47.2,28.7
11/22/2014 12:00,222895,666862,70490,35.9,45.4,25.4
11/22/2014 13:00,203074,638910,67888,33.5,47.9,21.7
11/22/2014 14:00,164481,480788,59182,26.2,45.6,20.8
11/22/2014 15:00,183468,539807,60009,29.6,47.4,17
11/22/2014 16:00,134722,389450,48715,22.8,54.2,25.8
11/22/2014 17:00,136312,397169,45899,23.1,46.9,28.7
11/22/2014 18:00,152990,443544,54880,24.1,46.4,27.1
11/22/2014 19:00,129031,378310,40395,20.5,49.6,28.4
11/22/2014 20:00,158338,515050,49777,30.6,48.2,26.6
11/22/2014 21:00,185605,554325,58285,30.7,47.5,22
11/22/2014 22:00,107646,318843,32248,18.5,48.6,21.3
11/22/2014 23:00,68968,183167,24530,14.9,47.3,28.8
11/23/2014 0:00,57630,181474,17833,12.6,45,18.9
11/23/2014 1:00,26761,78159,9182,8.1,44.2,21
11/23/2014 2:00,6290,19412,2115,9.1,49.6,30.7
11/23/2014 3:00,1060,3204,382,5.5,48,26
11/23/2014 4:00,5655,17275,1738,5,46,16.6
11/23/2014 5:00,8611,25973,3092,6.7,46.7,26.3
11/23/2014 6:00,70188,207531,22419,15.5,49,23.3
11/23/2014 7:00,95027,306594,29276,16.9,45.9,28.2
11/23/2014 8:00,87775,267884,28075,19.3,49.1,28.4
11/23/2014 9:00,147661,452849,48498,23.4,49.1,25.6
11/23/2014 10:00,206092,603511,77112,32.1,46,26.3
11/23/2014 11:00,381488,1116120,117016,54.3,47.6,34.9
11/23/2014 12:00,392266,1195996,120904,57.3,52.1,40.8
11/23/2014 13:00,342821,1054311,106006,52.7,44.6,25
11/23/2014 14:00,320359,968092,99057,45,48.6,24.3
11/23/2014 15:00,277967,831776,107330,42.3,46.7,27.4
11/23/2014 16:00,268374,800763,90854,41.9,50.8,28.5
11/23/2014 17:00,225956,678233,86092,36.1,47.7,25.1
11/23/2014 18:00,287033,835374,90156,43,49.3,33.7
11/23/2014 19:00,267883,801422,98417,42,47.1,20.6
11/23/2014 20:00,248674,740178,91094,40.2,45.2,29
11/23/2014 21:00,205068,634578,68628,33.2,47.6,29.8
11/23/2014 22:00,156887,469063,53941,25.9,45.1,16.5
11/23/2014 23:00,116809,334827,36820,17.3,49.8,25.8
11/24/2014 0:00,61876,188739,19239,15.6,47.5,27.8
11/24/2014 1:00,27646,80721,9034,8.2,45.7,28.1
11/24/2014 2:00,5219,14750,1774,5.5,46.9,24
11/24/2014 3:00,918,2859,309,7.2,46.4,28.3
11/24/2014 4:00,4427,14144,1426,6.4,46.6,34.1
11/24/2014 5:00,17384,52201,6203,7.4,46,26.2
11/24/2014 6:00,36103,108867,11544,10.3,48.5,30.4
11/24/2014 7:00,67442,198415,24409,15.8,46.2,27.5
11/24/2014 8:00,139703,443733,45031,25.2,47.6,31.1
11/24/2014 9:00,143275,443828,55478,23.5,48.8,31.2
11/24/2014 10:00,229702,698371,78004,37.2,49.8,26.1
11/24/2014 11:00,213735,635434,81410,33.5,49.5,22.5
11/24/2014 12:00,214230,671771,76973,35.5,50.4,19.2
11/24/2014 13:00,288684,894247,93153,46.8,45.1,24
11/24/2014 14:00,226525,681320,73994,35.1,48.2,25.7
11/24/2014 15:00,265045,793024,84250,39.8,50.2,25.3
11/24/2014 16:00,201158,619689,69551,31.5,46.4,24.4
11/24/2014 17:00,184688,545252,61272,27.6,45.9,30.8
11/24/2014 18:00,259963,817930,79722,40.1,45.1,29.9
11/24/2014 19:00,175687,541717,64218,30.1,46.2,26.1
11/24/2014 20:00,262558,791052,86306,40.4,49.7,30.6
11/24/2014 21:00,270607,820483,99392,42.1,46.6,33.6
11/24/2014 22:00,150173,452730,53196,26.7,46.3,32.3
11/24/2014 23:00,99463,301218,32867,20.6,46.1,29.4
11/25/2014 0:00,58691,174915,21999,10.1,48.7,29.3
11/25/2014 1:00,25766,73918,9762,6.5,46.3,27.7
11/25/2014 2:00,5216,14973,1864,5.1,48.4,24.6
11/25/2014 3:00,1355,4104,432,3.1,47.2,33.2
11/25/2014 4:00,4319,12647,1445,5.8,46.8,26.7
11/25/2014 5:00,16428,46715,5796,7.9,50.3,23.4
11/25/2014 6:00,34307,102792,11935,9.6,44.5,20.9
11/25/2014 7:00,66469,195610,22731,16.2,48.2,25.5
11/25/2014 8:00,93814,293658,33187,19.7,50.5,33.6
11/25/2014 9:00,169726,531131,59664,30.3,44.7,24.8
11/25/2014 10:00,205377,575436,74591,30.3,43.5,22.1
11/25/2014 11:00,207280,613418,82636,32.1,46.8,24.4
11/25/2014 12:00,280940,884150,94150,42.9,44.9,37.1
11/25/2014 13:00,238402,689059,79726,35,48.3,18.6
11/25/2014 14:00,202392,588111,69500,30.3,47.1,26.1
11/25/2014 15:00,238196,728531,71145,38.5,48.1,33.8
11/25/2014 16:00,214672,628408,67987,34.6,44.3,32.1
11/25/2014 17:00,226658,719295,73836,38.4,48.4,25.3
11/25/2014 18:00,197268,621067,63358,32.4,45.5,20.6
