Datetime,VPH,TPH,CPU,MEM,IO,StorageGB,StorageCapacityGB
11/3/2014 15:00,242878,76596,27.7,44.8,70.3,29.288252,64
11/3/2014 16:00,235390,75133,27.1,45.4,71.3,29.295418,64
11/3/2014 17:00,212307,72397,25.4,47.5,67.8,29.302322,64
11/3/2014 18:00,212386,73185,32.9,45.8,66.9,29.309302,64
11/3/2014 19:00,227572,70049,31.2,48.6,63.1,29.315982,64
11/3/2014 20:00,230934,85962,26.1,48,74.9,29.32418,64
11/3/2014 21:00,230118,71324,26.5,48.3,65.4,29.330982,64
11/3/2014 22:00,153030,55949,25.8,40.4,53.4,29.336318,64
11/3/2014 23:00,109900,35236,24,37.4,36.6,29.339678,64
11/4/2014 0:00,52211,17511,17.3,28,18.7,29.341348,64
11/4/2014 1:00,22830,8515,17.8,24.8,17,29.34216,64
11/4/2014 2:00,3804,1203,15.9,24.2,13,29.342275,64
11/4/2014 3:00,1021,351,17.7,25,9.1,29.342308,64
11/4/2014 4:00,4990,1615,16,26.1,7.6,29.342462,64
11/4/2014 5:00,17346,5706,16.5,30,15,29.343006,64
11/4/2014 6:00,27181,8800,9.4,25.6,12.6,29.343845,64
11/4/2014 7:00,49534,17424,18,29.4,21.5,29.345507,64
11/4/2014 8:00,121916,41191,19.6,39.7,42.4,29.349435,64
11/4/2014 9:00,186762,58814,27.9,43.6,54.7,29.355044,64
11/4/2014 10:00,230402,72062,26.3,44,63.3,29.361917,64
11/4/2014 11:00,239525,73320,29.3,46.7,68.9,29.368909,64
11/4/2014 12:00,263979,83677,30.9,48.1,75.1,29.376889,64
11/4/2014 13:00,227311,86160,31.2,53.4,80.1,29.385106,64
11/4/2014 14:00,203482,70733,27.5,43.4,59.7,29.391852,64
11/4/2014 15:00,235819,80267,24.6,50.2,68.6,29.399506,64
11/4/2014 16:00,207417,71734,29.1,47.4,64.6,29.406348,64
11/4/2014 17:00,219980,70925,22.1,41.3,64.1,29.413112,64
11/4/2014 18:00,242214,74926,33,45.6,68,29.420257,64
11/4/2014 19:00,175319,59011,23.1,40.7,51.9,29.425885,64
11/4/2014 20:00,226892,72516,23.9,46.8,63.9,29.432801,64
11/4/2014 21:00,233115,80668,26.9,51.8,73.1,29.440494,64
11/4/2014 22:00,183951,57067,21.7,45.7,55.9,29.445936,64
11/4/2014 23:00,91391,34390,21.7,35.6,34.6,29.449216,64
11/5/2014 0:00,52814,17768,16.8,31.6,20,29.45091,64
11/5/2014 1:00,26018,9021,14.1,24.6,16.4,29.45177,64
11/5/2014 2:00,4660,1753,11.7,28.2,8.8,29.451938,64
11/5/2014 3:00,1083,358,15.5,24.5,6,29.451972,64
11/5/2014 4:00,6100,2327,13.1,26.7,9.5,29.452194,64
11/5/2014 5:00,18220,6010,12.7,27.4,12.2,29.452767,64
11/5/2014 6:00,51138,18849,16.9,26.7,22.8,29.454564,64
11/5/2014 7:00,69758,21787,21.2,27.9,21.6,29.456642,64
11/5/2014 8:00,76918,25711,19.7,26.6,23.1,29.459094,64
11/5/2014 9:00,178276,57425,23.9,42.4,55.8,29.464571,64
11/5/2014 10:00,203385,75570,33.2,46.8,64.9,29.471778,64
11/5/2014 11:00,202761,77296,31.7,49.8,69.2,29.479149,64
11/5/2014 12:00,293527,100568,31.2,49.8,90.5,29.48874,64
11/5/2014 13:00,265480,80951,31.7,49.5,72.7,29.49646,64
11/5/2014 14:00,222277,71987,29.1,45.1,67.4,29.503325,64
11/5/2014 15:00,187115,61175,27.1,44.1,55.8,29.509159,64
11/5/2014 16:00,166419,61877,23.8,44.3,58.6,29.515061,64
11/5/2014 17:00,223537,65447,27.2,38.5,57.9,29.521302,64
11/5/2014 18:00,185345,56525,23.9,37.1,51.7,29.526693,64
11/5/2014 19:00,197263,66117,28.7,39.7,59.4,29.532998,64
11/5/2014 20:00,232494,76113,34.6,45.8,65.7,29.540257,64
11/5/2014 21:00,187948,68756,30.1,43.9,63.7,29.546814,64
11/5/2014 22:00,176771,54056,23,38.8,49.9,29.551969,64
11/5/2014 23:00,95834,31027,21.5,34.3,36.1,29.554928,64
11/6/2014 0:00,55262,18980,14.8,30,21.4,29.556738,64
11/6/2014 1:00,23532,8041,16.4,31,12.8,29.557505,64
11/6/2014 2:00,6401,2000,15.3,26.4,10.8,29.557696,64
11/6/2014 3:00,739,253,11.3,24.2,8.3,29.55772,64
11/6/2014 4:00,5443,1787,18.9,23.7,8.1,29.55789,64
11/6/2014 5:00,16678,5674,11.4,25.1,10.7,29.558431,64
11/6/2014 6:00,58483,19248,21,31.4,24.7,29.560267,64
11/6/2014 7:00,72387,23415,17.1,31.8,26.2,29.5625,64
11/6/2014 8:00,102819,31357,19.3,28.2,32,29.56549,64
11/6/2014 9:00,173714,51058,22.4,34.2,51.3,29.57036,64
11/6/2014 10:00,241045,77852,26.2,41.7,65.9,29.577784,64
11/6/2014 11:00,242264,85516,22.5,50.2,75.5,29.58594,64
11/6/2014 12:00,273968,92055,32.2,51.5,81.2,29.594719,64
11/6/2014 13:00,234906,84475,29.8,48.5,75,29.602775,64
11/6/2014 14:00,253136,79747,34.5,43,74.2,29.61038,64
11/6/2014 15:00,205691,71776,21.8,46.3,65.1,29.617225,64
11/6/2014 16:00,202955,63242,23.6,43.4,59,29.623256,64
11/6/2014 17:00,145867,49980,27.6,41.3,48.2,29.628023,64
11/6/2014 18:00,187172,62939,23,38.9,58.4,29.634025,64
11/6/2014 19:00,231569,76857,27.4,45.6,69.4,29.641355,64
11/6/2014 20:00,262303,92278,25.1,47.6,81.8,29.650155,64
11/6/2014 21:00,226857,80056,26.4,48.3,75.4,29.65779,64
11/6/2014 22:00,166463,58450,26.2,39.2,51.1,29.663364,64
11/6/2014 23:00,92647,30770,22.7,31.1,32.9,29.666299,64
11/7/2014 0:00,53240,17289,13.3,28.1,20.5,29.667948,64
11/7/2014 1:00,24576,8790,21,31.4,13.5,29.668786,64
11/7/2014 2:00,6010,1956,8.4,35.8,6.2,29.668972,64
11/7/2014 3:00,714,220,12.7,24.5,8.9,29.668993,64
11/7/2014 4:00,5072,1863,16.7,24.1,7.5,29.669171,64
11/7/2014 5:00,11935,4111,21.9,22.7,7.8,29.669563,64
11/7/2014 6:00,36581,12085,18.9,30.2,19.5,29.670716,64
11/7/2014 7:00,82686,28992,19.4,26.3,33.2,29.67348,64
11/7/2014 8:00,76116,24872,20.9,31.2,25.3,29.675852,64
11/7/2014 9:00,120095,41565,21.5,40.2,42.7,29.679816,64
11/7/2014 10:00,193548,64785,27.1,43.3,59.2,29.685995,64
11/7/2014 11:00,259632,74717,26.3,43.2,67.8,29.69312,64
11/7/2014 12:00,212498,81044,22.5,48.3,73.3,29.700849,64
11/7/2014 13:00,208235,70312,26.3,46.6,63.7,29.707555,64
11/7/2014 14:00,153969,61685,26.5,40.4,53.1,29.713437,64
11/7/2014 15:00,194675,62489,24.8,42,59.3,29.719397,64
11/7/2014 16:00,132810,50657,22.5,38.7,52.4,29.724228,64
11/7/2014 17:00,188125,56510,25.7,42.8,52.5,29.729617,64
11/7/2014 18:00,154036,56936,18.8,38.6,53.8,29.735047,64
11/7/2014 19:00,200419,64249,23.1,42.3,59.5,29.741174,64
11/7/2014 20:00,202286,72803,30.8,39.6,67.5,29.748117,64
11/7/2014 21:00,210778,69771,23.3,45.4,61.8,29.754771,64
11/7/2014 22:00,130356,43145,21.8,38,40.3,29.758886,64
11/7/2014 23:00,81954,27849,18.2,33.6,27.3,29.761542,64
11/8/2014 0:00,53955,18830,17.1,35.9,22.1,29.763337,64
11/8/2014 1:00,28392,9309,19.5,29.3,15.7,29.764225,64
11/8/2014 2:00,4238,1506,15.4,28,8.7,29.764369,64
11/8/2014 3:00,975,318,11.6,25.5,7.1,29.764399,64
11/8/2014 4:00,5020,1589,15.5,22.5,6.5,29.764551,64
11/8/2014 5:00,13822,4665,16.1,25.7,9,29.764996,64
11/8/2014 6:00,24629,7942,13,26.1,13.3,29.765753,64
11/8/2014 7:00,71909,23521,16.6,26.3,27.8,29.767996,64
11/8/2014 8:00,94134,30622,21.4,38.1,32.9,29.770916,64
11/8/2014 9:00,143365,48419,23.4,42.8,42.2,29.775534,64
11/8/2014 10:00,180507,64736,28,42.2,57.8,29.781708,64
11/8/2014 11:00,237040,79728,26.6,48.2,71.8,29.789311,64
11/8/2014 12:00,265391,81877,24,46.1,75.2,29.79712,64
11/8/2014 13:00,175231,63543,21.2,45.3,60.3,29.80318,64
11/8/2014 14:00,176996,61359,26,46.1,54.7,29.809031,64
11/8/2014 15:00,190017,66852,28.9,47.4,57.4,29.815407,64
11/8/2014 16:00,143688,50763,17,40,46.2,29.820248,64
11/8/2014 17:00,136246,45212,25.8,38.3,46.7,29.82456,64
11/8/2014 18:00,132664,45769,21.6,39.7,46.2,29.828924,64
11/8/2014 19:00,163338,52439,26.3,34.1,51.7,29.833925,64
11/8/2014 20:00,161466,50369,24.6,37.5,49.5,29.838729,64
11/8/2014 21:00,118477,41245,19.7,37,40.1,29.842662,64
11/8/2014 22:00,99356,33123,16.6,36,31.9,29.845821,64
11/8/2014 23:00,59545,19994,22.4,25.5,26.8,29.847728,64
11/9/2014 0:00,56992,17600,19.8,30.2,21.4,29.849406,64
11/9/2014 1:00,24025,7937,18.8,25.2,13.5,29.850163,64
11/9/2014 2:00,5229,1804,12.9,21.6,9.6,29.850335,64
11/9/2014 3:00,932,345,16.6,27.8,4.6,29.850368,64
11/9/2014 4:00,2100,643,10.9,19.5,10,29.85043,64
11/9/2014 5:00,7126,2384,24,27.4,2.9,29.850657,64
11/9/2014 6:00,13344,4378,11.7,25.9,10.5,29.851075,64
11/9/2014 7:00,22050,7127,18.3,25.1,13.4,29.851754,64
11/9/2014 8:00,57253,18151,18.6,34.2,25,29.853485,64
11/9/2014 9:00,106068,35934,25,29.2,36.6,29.856912,64
11/9/2014 10:00,166741,55261,26.7,39.7,50.6,29.862182,64
11/9/2014 11:00,154756,48516,30.6,37.9,47.3,29.866809,64
11/9/2014 12:00,258184,86903,30.4,48.5,76.6,29.875097,64
11/9/2014 13:00,215232,68852,29.7,47,61.8,29.881663,64
11/9/2014 14:00,156712,61522,23.4,45.1,57.5,29.88753,64
11/9/2014 15:00,176207,62997,27.1,43.1,59.4,29.893538,64
11/9/2014 16:00,139081,41405,28,36.5,44.5,29.897487,64
11/9/2014 17:00,153227,52507,22.6,41.3,49.1,29.902494,64
11/9/2014 18:00,144779,46661,27.7,41.9,43.8,29.906944,64
11/9/2014 19:00,165868,57240,28.2,42,54.5,29.912403,64
11/9/2014 20:00,173973,56506,20.7,38.6,50.3,29.917792,64
11/9/2014 21:00,163795,58141,23.4,37.2,54.1,29.923337,64
11/9/2014 22:00,119168,38002,22.9,38.2,36.1,29.926961,64
11/9/2014 23:00,93541,28947,20.6,29.9,29.6,29.929721,64
11/10/2014 0:00,59454,18616,19.3,26.9,20.1,29.931497,64
11/10/2014 1:00,21411,7329,13,30.2,14.4,29.932196,64
11/10/2014 2:00,4330,1368,18.9,28.4,7.7,29.932326,64
11/10/2014 3:00,695,236,13.8,28.5,6.8,29.932349,64
11/10/2014 4:00,3445,1125,9.6,28.7,4.7,29.932456,64
11/10/2014 5:00,21149,6955,12,31.2,10.5,29.933119,64
11/10/2014 6:00,45407,13628,21.7,24.1,18.2,29.934419,64
11/10/2014 7:00,82593,29452,20.8,32.5,31.6,29.937228,64
11/10/2014 8:00,127903,42377,24.2,37.5,41.2,29.941269,64
11/10/2014 9:00,173598,57237,25.7,45.7,55.4,29.946728,64
11/10/2014 10:00,201357,69342,26.7,45.2,60.7,29.953341,64
11/10/2014 11:00,270114,83338,29.4,52.7,72.7,29.961288,64
11/10/2014 12:00,310351,98328,28.8,56.3,88.3,29.970666,64
11/10/2014 13:00,227971,81055,27,43.7,71.6,29.978396,64
11/10/2014 14:00,187498,65355,24.5,42.3,60.4,29.984628,64
11/10/2014 15:00,240034,75878,24.7,43,66.8,29.991865,64
11/10/2014 16:00,179217,60186,27.3,35,56.7,29.997605,64
11/10/2014 17:00,200273,67967,31.6,42.9,66.8,30.004086,64
11/10/2014 18:00,215724,73888,22.3,48.6,70.9,30.011133,64
11/10/2014 19:00,168519,63369,23.7,39.5,59,30.017176,64
11/10/2014 20:00,229909,76584,21.7,47.2,65.8,30.02448,64
11/10/2014 21:00,232615,79132,29.2,40.2,68.7,30.032026,64
11/10/2014 22:00,141118,49504,20.7,39.4,47.6,30.036747,64
11/10/2014 23:00,87711,28375,22.1,33,32,30.039453,64
11/11/2014 0:00,44899,16050,13.2,29.4,19.6,30.040984,64
11/11/2014 1:00,22577,7812,15.1,26,16.9,30.041729,64
11/11/2014 2:00,4552,1445,18.8,26.3,9.7,30.041867,64
11/11/2014 3:00,789,263,14,20.9,5.6,30.041892,64
11/11/2014 4:00,4628,1599,14.9,25,6.5,30.042044,64
11/11/2014 5:00,18302,6285,19.3,28.2,14.1,30.042644,64
11/11/2014 6:00,56651,18314,19.6,34.4,22.6,30.04439,64
11/11/2014 7:00,73907,22746,18.6,28.7,28.5,30.04656,64
11/11/2014 8:00,75493,25021,20.5,30.8,27.4,30.048946,64
11/11/2014 9:00,131146,48506,22.6,35.3,47,30.053572,64
11/11/2014 10:00,230608,75988,21.4,44.4,69.2,30.060819,64
11/11/2014 11:00,277282,94116,31.6,49.6,81.3,30.069794,64
11/11/2014 12:00,198556,76942,25.8,50.3,64.5,30.077132,64
11/11/2014 13:00,219465,70100,27.6,47,63.1,30.083817,64
11/11/2014 14:00,248767,78829,30,47.2,69.7,30.091335,64
11/11/2014 15:00,161252,56238,21.5,41.1,53.8,30.096698,64
11/11/2014 16:00,183185,63527,25.3,38.7,60.8,30.102757,64
11/11/2014 17:00,190927,70117,24.8,41.9,60.8,30.109444,64
11/11/2014 18:00,187539,61583,18.3,48,59.6,30.115317,64
11/11/2014 19:00,197619,68335,30.3,44.6,63.3,30.121833,64
11/11/2014 20:00,158781,50962,24.6,36.2,52.3,30.126694,64
11/11/2014 21:00,185235,67421,24.1,43.1,57.4,30.133123,64
11/11/2014 22:00,169521,52712,18.5,38.4,51.1,30.13815,64
11/11/2014 23:00,88153,26128,18.5,33.8,26.6,30.140642,64
11/12/2014 0:00,50649,16647,15.9,29.9,19.2,30.14223,64
11/12/2014 1:00,30632,9517,19.7,26.4,13.3,30.143137,64
11/12/2014 2:00,5287,1767,22.1,29.5,11.1,30.143306,64
11/12/2014 3:00,1023,329,16.5,26.6,4.5,30.143337,64
11/12/2014 4:00,5487,2026,19.9,27.3,10.2,30.14353,64
11/12/2014 5:00,16124,5846,18.4,27.1,9.4,30.144088,64
11/12/2014 6:00,24981,7918,18.8,32.4,13.1,30.144843,64
11/12/2014 7:00,55600,17413,16.2,27.8,23.1,30.146504,64
11/12/2014 8:00,78520,26241,21.4,32.2,29.6,30.149006,64
11/12/2014 9:00,155143,50165,20.5,40.7,47.7,30.15379,64
11/12/2014 10:00,172017,58931,25.5,39,53.4,30.15941,64
11/12/2014 11:00,192436,67226,23.3,48.1,60.1,30.165822,64
11/12/2014 12:00,231858,84597,26.4,47.2,79.3,30.173889,64
11/12/2014 13:00,258252,80939,29.6,42.2,73.4,30.181608,64
11/12/2014 14:00,177981,59752,22.5,39.6,55.6,30.187307,64
11/12/2014 15:00,210240,66585,24.1,47,60.1,30.193657,64
11/12/2014 16:00,183292,58228,21.9,39.4,54.1,30.19921,64
11/12/2014 17:00,211237,63944,19.8,41.2,59.8,30.205308,64
11/12/2014 18:00,186012,64502,29.8,37.2,57.6,30.211459,64
11/12/2014 19:00,183406,67218,26,50.6,63.7,30.21787,64
11/12/2014 20:00,199272,63385,24.3,41,57.5,30.223915,64
11/12/2014 21:00,193267,62145,25.2,46.4,57.6,30.229841,64
11/12/2014 22:00,168990,53925,28.5,33.5,49.4,30.234984,64
11/12/2014 23:00,79401,27396,24.6,35.8,26.8,30.237597,64
11/13/2014 0:00,56831,17887,16.7,32.3,22.8,30.239302,64
11/13/2014 1:00,22318,7536,15.3,33.3,13.4,30.240021,64
11/13/2014 2:00,4600,1611,14.9,29.2,6.3,30.240175,64
11/13/2014 3:00,1001,327,13.8,26.1,10.4,30.240206,64
11/13/2014 4:00,5654,1885,15.9,30.4,10.1,30.240386,64
11/13/2014 5:00,16230,5042,14.5,29.1,14.5,30.240867,64
11/13/2014 6:00,53356,16620,12.5,29.2,21.1,30.242452,64
11/13/2014 7:00,78419,23992,17.1,27,27.8,30.24474,64
11/13/2014 8:00,69212,23738,16.5,32,21.9,30.247004,64
11/13/2014 9:00,132015,46699,26,38.4,43.9,30.251457,64
11/13/2014 10:00,220384,70147,26.5,48.2,62.4,30.258147,64
11/13/2014 11:00,192051,64351,24.7,40.4,59.3,30.264284,64
11/13/2014 12:00,246006,85693,30.6,49.3,77.5,30.272456,64
11/13/2014 13:00,200829,70511,26.3,40.1,64.8,30.279181,64
11/13/2014 14:00,203764,66872,26.9,50.7,64.6,30.285558,64
11/13/2014 15:00,185278,62377,24.7,41.4,57.5,30.291507,64
11/13/2014 16:00,158759,56447,23.8,40.9,52.7,30.29689,64
11/13/2014 17:00,208112,63336,28.7,40.1,58.8,30.30293,64
11/13/2014 18:00,201884,68485,27.1,39.2,60.8,30.309461,64
11/13/2014 19:00,188421,58335,28.8,40.2,53.6,30.315025,64
11/13/2014 20:00,187085,69929,24.9,48.7,63.6,30.321694,64
11/13/2014 21:00,177107,57068,29.4,44.2,56.5,30.327136,64
11/13/2014 22:00,155684,49113,22.2,30.3,47.8,30.33182,64
11/13/2014 23:00,85290,28668,21,29.4,31.3,30.334554,64
11/14/2014 0:00,49081,16000,14.3,26.5,19.4,30.33608,64
11/14/2014 1:00,24464,7967,16.1,26.7,12.7,30.336839,64
11/14/2014 2:00,5316,1668,12.6,20.5,7,30.336998,64
11/14/2014 3:00,696,231,18.4,24.7,6,30.33702,64
11/14/2014 4:00,5141,1681,11.4,33.3,5.5,30.337181,64
11/14/2014 5:00,16204,5380,14.6,27,8.4,30.337694,64
11/14/2014 6:00,23862,7700,14.3,25.6,13.8,30.338428,64
11/14/2014 7:00,30878,9814,19,27.1,10.2,30.339364,64
11/14/2014 8:00,87476,26622,18.5,28.2,28.2,30.341903,64
11/14/2014 9:00,150885,47712,24.3,38.6,48,30.346453,64
11/14/2014 10:00,186070,57427,22.7,38.7,54.6,30.35193,64
11/14/2014 11:00,142952,58091,25.2,39.4,53.4,30.35747,64
11/14/2014 12:00,240185,71140,29.4,39.2,66.1,30.364254,64
11/14/2014 13:00,211406,67382,27.7,45.5,62.9,30.37068,64
11/14/2014 14:00,176526,51539,24.3,37.9,52.3,30.375595,64
11/14/2014 15:00,159656,60800,25.3,38.6,56.4,30.381394,64
11/14/2014 16:00,167409,55018,24.2,34.8,53.2,30.386641,64
11/14/2014 17:00,161466,52584,23.5,39.1,49.1,30.391655,64
11/14/2014 18:00,189574,60370,23.1,41.2,55.1,30.397413,64
11/14/2014 19:00,197002,61263,28.8,42.5,55.1,30.403255,64
11/14/2014 20:00,155579,51055,23.4,40.5,52.3,30.408124,64
11/14/2014 21:00,201000,64992,27.7,42.7,60.3,30.414322,64
11/14/2014 22:00,156135,49456,26.3,37.6,42.8,30.419039,64
11/14/2014 23:00,82040,26844,24,33.3,29.3,30.421599,64
11/15/2014 0:00,52216,17707,21.6,28.4,23.5,30.423288,64
11/15/2014 1:00,22068,7406,17.5,23.9,14.2,30.423994,64
11/15/2014 2:00,3587,1186,16,21.1,8.4,30.424107,64
11/15/2014 3:00,1199,396,14.5,22.7,9.4,30.424145,64
11/15/2014 4:00,6268,2090,18.5,25.7,6.4,30.424344,64
11/15/2014 5:00,12219,3873,11.2,25.9,11.9,30.424713,64
11/15/2014 6:00,35168,10635,11.2,30.8,13.1,30.425728,64
11/15/2014 7:00,46231,14391,15.9,32.4,19.8,30.4271,64
11/15/2014 8:00,78963,25663,21,31.5,30.9,30.429548,64
11/15/2014 9:00,120616,44344,25.3,34.8,47.4,30.433777,64
11/15/2014 10:00,161752,47382,20.2,37.6,43.3,30.438295,64
11/15/2014 11:00,200453,67557,26.2,46.1,61.1,30.444738,64
11/15/2014 12:00,185280,63321,29.1,41.9,55,30.450777,64
11/15/2014 13:00,189891,57689,31.8,39.8,52.8,30.456278,64
11/15/2014 14:00,160478,56078,26.9,41.8,49.5,30.461626,64
11/15/2014 15:00,132609,40293,22,37.6,38.8,30.465469,64
11/15/2014 16:00,166329,51356,24.2,36,48.9,30.470367,64
11/15/2014 17:00,100340,33387,19,37.8,30.6,30.473551,64
11/15/2014 18:00,164866,50372,21.4,34.6,47.1,30.478355,64
11/15/2014 19:00,141005,43963,24.3,38.8,44.3,30.482547,64
11/15/2014 20:00,151161,49567,26.5,36.1,45.7,30.487274,64
11/15/2014 21:00,153960,48872,23.2,35.9,44.3,30.491935,64
11/15/2014 22:00,111820,34974,15.7,29.7,37.4,30.49527,64
11/15/2014 23:00,55874,20702,23.1,34.9,24.3,30.497245,64
11/16/2014 0:00,46966,15396,12.9,28.9,22.9,30.498713,64
11/16/2014 1:00,20206,6530,11.9,22.1,12.7,30.499336,64
11/16/2014 2:00,5560,1781,13.6,26.6,8.1,30.499506,64
11/16/2014 3:00,906,310,14.3,27.3,5.5,30.499535,64
11/16/2014 4:00,2940,993,21.9,20.6,4,30.49963,64
11/16/2014 5:00,5556,1824,14.3,26.1,7.2,30.499804,64
11/16/2014 6:00,36359,12262,17.2,28.6,18.5,30.500973,64
11/16/2014 7:00,58465,18887,15.6,29.9,21,30.502775,64
11/16/2014 8:00,65612,21190,17.5,32.1,23.2,30.504795,64
11/16/2014 9:00,79918,28710,19.9,35.2,28.5,30.507533,64
11/16/2014 10:00,109807,38610,20.2,37,40.4,30.511215,64
11/16/2014 11:00,187063,62331,28,47.5,56.5,30.51716,64
11/16/2014 12:00,175638,59243,28.4,44.2,56.1,30.52281,64
11/16/2014 13:00,211804,60827,25.9,43.4,52.3,30.52861,64
11/16/2014 14:00,122316,45739,22.9,39.2,43.9,30.532972,64
11/16/2014 15:00,149988,57369,23,43.6,52.5,30.538444,64
11/16/2014 16:00,162609,56046,27.1,40,53.4,30.543789,64
11/16/2014 17:00,165272,56949,23.4,38.8,53.9,30.54922,64
11/16/2014 18:00,188417,62143,25.3,38.5,54.4,30.555146,64
11/16/2014 19:00,140151,46306,22.5,40.8,47.9,30.559562,64
11/16/2014 20:00,190447,65117,27.6,43.6,57.5,30.565772,64
11/16/2014 21:00,201046,66293,25.7,48.5,60.4,30.572094,64
11/16/2014 22:00,131476,41526,25.5,33.8,38.1,30.576055,64
11/16/2014 23:00,93594,29340,20.5,32.5,30.6,30.578853,64
11/17/2014 0:00,52924,17080,13,28.5,21.8,30.580482,64
11/17/2014 1:00,25843,8388,14.6,27,14.5,30.581282,64
11/17/2014 2:00,4813,1647,10,19.7,6.5,30.581439,64
11/17/2014 3:00,962,325,19.1,25.1,8.4,30.58147,64
11/17/2014 4:00,5995,1859,16.9,25,7.3,30.581647,64
11/17/2014 5:00,17521,6023,22.1,27.5,15.9,30.582221,64
11/17/2014 6:00,36592,13595,19.4,30.6,17.4,30.583518,64
11/17/2014 7:00,91896,32714,15.7,36.2,35.8,30.586638,64
11/17/2014 8:00,119522,34837,21.6,36.8,37.3,30.58996,64
11/17/2014 9:00,172740,56179,27.2,38.1,53.8,30.595318,64
11/17/2014 10:00,193557,65705,23.7,49.7,63.6,30.601584,64
11/17/2014 11:00,254117,79304,26.4,45.9,75,30.609147,64
11/17/2014 12:00,199582,76083,23.4,47.9,72.8,30.616403,64
11/17/2014 13:00,229386,67910,29.7,45.7,61.8,30.622879,64
11/17/2014 14:00,213505,66110,24.8,37.1,59.3,30.629184,64
11/17/2014 15:00,181644,62991,19.4,39,58.3,30.635191,64
11/17/2014 16:00,234288,71299,25.9,45.9,64.1,30.641991,64
11/17/2014 17:00,166558,54793,21.2,39,53.3,30.647216,64
11/17/2014 18:00,249640,78071,30.6,42,70.6,30.654662,64
11/17/2014 19:00,175004,62495,24.9,45.4,56,30.660622,64
11/17/2014 20:00,209547,66196,23.4,42.5,63.6,30.666935,64
11/17/2014 21:00,223204,75742,30.1,44.2,71.9,30.674158,64
11/17/2014 22:00,123776,46501,28.4,36.6,48.4,30.678593,64
11/17/2014 23:00,74187,25153,19.8,28.3,26.8,30.680991,64
11/18/2014 0:00,57707,17595,23,30.8,20.2,30.682669,64
11/18/2014 1:00,22936,7429,15.5,24.7,9.4,30.683378,64
11/18/2014 2:00,4710,1581,15.4,27.2,11.3,30.683529,64
11/18/2014 3:00,421,157,14.2,25.1,6.6,30.683544,64
11/18/2014 4:00,4867,1508,18.6,25.7,8.9,30.683687,64
11/18/2014 5:00,16643,5244,19,29.2,6.3,30.684187,64
11/18/2014 6:00,23322,7564,11.6,23.1,12.9,30.684909,64
11/18/2014 7:00,91231,28708,21.7,33.6,27,30.687647,64
11/18/2014 8:00,120379,38435,19.3,36.4,35.5,30.691312,64
11/18/2014 9:00,129638,48060,18.4,34.1,47.8,30.695895,64
11/18/2014 10:00,214921,66595,24,37.7,62.8,30.702246,64
11/18/2014 11:00,195578,62403,27.6,41,53.4,30.708198,64
11/18/2014 12:00,249507,87542,31,49.4,76,30.716546,64
11/18/2014 13:00,227289,68963,27.3,45.7,64.1,30.723123,64
11/18/2014 14:00,181307,65289,25.4,46.8,63.5,30.72935,64
11/18/2014 15:00,154701,58358,21.8,43.6,58,30.734915,64
11/18/2014 16:00,188233,61296,25.4,46.7,56.8,30.740761,64
11/18/2014 17:00,177317,62415,22.1,47.5,60.1,30.746713,64
11/18/2014 18:00,188131,60505,25.2,41.3,57.3,30.752483,64
11/18/2014 19:00,202235,68500,30.7,45.2,66,30.759016,64
11/18/2014 20:00,169850,54314,18.6,39.6,51.1,30.764196,64
11/18/2014 21:00,201347,68550,29.9,45.7,62.3,30.770733,64
11/18/2014 22:00,145788,48664,22.4,39.5,46.3,30.775374,64
11/18/2014 23:00,72915,23409,18.5,33.3,26,30.777607,64
11/19/2014 0:00,45667,16558,16.5,23,22.6,30.779186,64
11/19/2014 1:00,22635,7074,14,25.5,12.9,30.77986,64
11/19/2014 2:00,6055,2062,14.9,31,7.8,30.780057,64
11/19/2014 3:00,968,299,10.4,19.8,5.4,30.780086,64
11/19/2014 4:00,4014,1458,19.7,20.6,6.4,30.780225,64
11/19/2014 5:00,13840,4820,14.5,24,9.1,30.780684,64
11/19/2014 6:00,70122,21728,19.5,26.2,25.9,30.782756,64
11/19/2014 7:00,71159,22764,20,28.5,26,30.784927,64
11/19/2014 8:00,72808,27188,24,33.6,29.7,30.78752,64
11/19/2014 9:00,172503,61548,27.2,49.8,58.2,30.79339,64
11/19/2014 10:00,199943,67751,23.9,46.1,60,30.799851,64
11/19/2014 11:00,214974,75830,26.9,45.7,64.8,30.807083,64
11/19/2014 12:00,266953,80035,28.4,45.2,68.1,30.814715,64
11/19/2014 13:00,167546,58710,29,42.7,54.3,30.820315,64
11/19/2014 14:00,211737,72465,25.5,39.6,66.3,30.827225,64
11/19/2014 15:00,200128,61874,23.8,42.7,55.8,30.833126,64
11/19/2014 16:00,181313,64543,26.2,39,58.2,30.839281,64
11/19/2014 17:00,174576,61968,25.6,46.3,58,30.845191,64
11/19/2014 18:00,192403,66307,26.5,40.9,64.1,30.851515,64
11/19/2014 19:00,177214,57887,22.7,40.4,52,30.857035,64
11/19/2014 20:00,226807,71500,26.1,43.2,60,30.863854,64
11/19/2014 21:00,197484,59166,24.3,43.4,56.4,30.869496,64
11/19/2014 22:00,164304,57214,23.4,39.1,48.3,30.874953,64
11/19/2014 23:00,95552,28554,15.7,35.1,32.4,30.877676,64
11/20/2014 0:00,58336,18613,22,25.9,25.5,30.879451,64
11/20/2014 1:00,24729,8744,15.1,32.2,16,30.880285,64
